,PS Code,Regional code,PS Name,ConstCode,Constituency,District,Region,Address,Location,Latitude,Longitude
3311,C190801,C,NII WE AGBLANSHIE,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,NII WE AGBLANSHIE OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3312,C190802,C,PWD MAINTENANCE UNIT CASTLE 1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,PWD MAINTENANCE UNIT CASTLE 1 OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3313,C190803,C,PWD MAINTENANCE UNIT CASTLE 2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,PWD MAINTENANCE UNIT CASTLE 2 OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3314,C190804,C,PWD MAINTENANCE UNIT CASTLE 3,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,PWD MAINTENANCE UNIT CASTLE 3 OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3315,C190805,C,ABOM PRESBY CHURCH,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,ABOM PRESBY CHURCH OSU KLOTTEY GREATER ACCRA,Aborm Presby Church,5.54931,-0.18342
3316,C190806,C,(SUPER) F 164/3,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,(SUPER) F 164/3 OSU KLOTTEY GREATER ACCRA,"Klotey Crescent, Accra, La Dade-Kotopon, Greater Accra",5.564878239,-0.175583169
3317,C190807,C,ROYAL INTERNATIONAL SCHOOL 1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,ROYAL INTERNATIONAL SCHOOL 1 OSU KLOTTEY GREATER ACCRA,Royal International School,5.55026,-0.18019
3318,C190808,C,ROYAL INTERNATIONAL SCHOOL 2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,ROYAL INTERNATIONAL SCHOOL 2 OSU KLOTTEY GREATER ACCRA,Royal International School,5.55026,-0.18019
3319,C190809,C,OSU CINEMA HALL  1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,OSU CINEMA HALL  1 OSU KLOTTEY GREATER ACCRA,Osu Cinema Hall 1,5.55269,-0.18264
3320,C190810,C,OSU CINEMA HALL  2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,OSU CINEMA HALL  2 OSU KLOTTEY GREATER ACCRA,Osu Cinema Hall 2,5.55272,-0.18268
3321,C190811,C,OSU CINEMA HALL  3,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,OSU CINEMA HALL  3 OSU KLOTTEY GREATER ACCRA,Osu Cinema Hall 1,5.55269,-0.18264
3322,C190812,C,OSU CINEMA HALL  4,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,OSU CINEMA HALL  4 OSU KLOTTEY GREATER ACCRA,Osu Cinema Hall 1,5.55269,-0.18264
3323,C190813,C,G-MAA F 252/1  1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,G-MAA F 252/1  1 OSU KLOTTEY GREATER ACCRA,"Klotey Crescent, Accra, La Dade-Kotopon, Greater Accra",5.564878239,-0.175583169
3324,C190814,C,G-MAA F 252/1  2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,G-MAA F 252/1  2 OSU KLOTTEY GREATER ACCRA,"Klotey Crescent, Accra, La Dade-Kotopon, Greater Accra",5.564878239,-0.175583169
3325,C190815,C,G-MAA F 252/1  3,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,G-MAA F 252/1  3 OSU KLOTTEY GREATER ACCRA,"Klotey Crescent, Accra, La Dade-Kotopon, Greater Accra",5.564878239,-0.175583169
3326,C190816,C,APOSTOLIC CHURCH OF GHANA  1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,APOSTOLIC CHURCH OF GHANA  1 OSU KLOTTEY GREATER ACCRA,Apostolic Church of Ghana,5.55298,-0.18576
3327,C190817,C,APOSTOLIC CHURCH OF GHANA  2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,APOSTOLIC CHURCH OF GHANA  2 OSU KLOTTEY GREATER ACCRA,Apostolic Church of Ghana,5.55298,-0.18576
3328,C190818,C,BLOGODO GARDEN 1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,BLOGODO GARDEN 1 OSU KLOTTEY GREATER ACCRA,Blogodo Gardens 1,5.55059,-0.18457
3329,C190819,C,BLOGODO GARDEN 2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,BLOGODO GARDEN 2 OSU KLOTTEY GREATER ACCRA,Blogodo Gardens 2,5.55059,-0.18457
3330,C190820,C,ROMAN CATHOLIC PRIM SCH,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,ROMAN CATHOLIC PRIM SCH OSU KLOTTEY GREATER ACCRA,Roman Catholic Prim. & J. S. S.,5.55999,-0.24143
3331,C190821,C,ROMAN CATHOLIC JSS,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,ROMAN CATHOLIC JSS OSU KLOTTEY GREATER ACCRA,Roman Catholic JSS,5.55243,-0.18037
3332,C190901,C,EDDY LARYEA NURSERY SCH,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,EDDY LARYEA NURSERY SCH OSU KLOTTEY GREATER ACCRA,Eddy Laryea Nursery School,5.55685,-0.18075
3333,C190902,C,NEAR HERBERT MENSAH'S HSE  1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,NEAR HERBERT MENSAH'S HSE  1 OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3334,C190903,C,NEAR HERBERT MENSAH'S HSE  2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,NEAR HERBERT MENSAH'S HSE  2 OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3335,C190904,C,EDINGHBURG PREP SCH  1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,EDINGHBURG PREP SCH  1 OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3336,C190905,C,EDINGHBURG PREP SCH  2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,EDINGHBURG PREP SCH  2 OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3337,C190906,C,CHURCH OF CHRIST ANKRAH'S STABLE,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,CHURCH OF CHRIST ANKRAH'S STABLE OSU KLOTTEY GREATER ACCRA,Church of Christ Ankrah Stable,5.56077,-0.17867
3338,C190907,C,WASHINGTON HSE,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,WASHINGTON HSE OSU KLOTTEY GREATER ACCRA,Washington House,5.56063,-0.1806
3339,C190908,C,EL-SHADDAI STUDY CENTRE 1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,EL-SHADDAI STUDY CENTRE 1 OSU KLOTTEY GREATER ACCRA,El-Shaddai Study Centre,5.55836,-0.1803
3340,C190909,C,EL-SHADDAI STUDY CENTRE 2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,EL-SHADDAI STUDY CENTRE 2 OSU KLOTTEY GREATER ACCRA,El Shadai Study Centre 2,5.5584,-0.18032
3341,C190910,C,EL-SHADDAI STUDY CENTRE 3,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,EL-SHADDAI STUDY CENTRE 3 OSU KLOTTEY GREATER ACCRA,El-Shaddai Study Centre,5.55836,-0.1803
3342,C190911,C,F 606/3 (TSONO-TSATSU),C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,F 606/3 (TSONO-TSATSU) OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3343,C190912,C,F 379/2 AMERICAN CAR,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,F 379/2 AMERICAN CAR OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3344,C191001,C,TEACHER MOTA NURSERY NO 1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,TEACHER MOTA NURSERY NO 1 OSU KLOTTEY GREATER ACCRA,Teacher Mota Nursery No. 1,5.55375,-0.17865
3345,C191002,C,TEACHER MOTA NURSERY NO 2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,TEACHER MOTA NURSERY NO 2 OSU KLOTTEY GREATER ACCRA,Teacher Mota Nursery No. 2,5.55379,-0.17856
3346,C191003,C,TEACHER MOTA NURSERY NO 3,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,TEACHER MOTA NURSERY NO 3 OSU KLOTTEY GREATER ACCRA,Teacher Mota Nursery No. 1,5.55375,-0.17865
3347,C191004,C,OSU POLICE BARRACKS 1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,OSU POLICE BARRACKS 1 OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3348,C191005,C,OSU POLICE BARRACKS 2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,OSU POLICE BARRACKS 2 OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3349,C191006,C,OSU POLICE BARRACKS 3,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,OSU POLICE BARRACKS 3 OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3350,C191007,C,PRESBY 2 JSS  1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,PRESBY 2 JSS  1 OSU KLOTTEY GREATER ACCRA,Presby 2 JSS,5.55445,-0.1831
3351,C191008,C,PRESBY 2 JSS  2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,PRESBY 2 JSS  2 OSU KLOTTEY GREATER ACCRA,Presby 2 JSS,5.55445,-0.1831
3352,C191009,C,OIC ANNEX,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,OIC ANNEX OSU KLOTTEY GREATER ACCRA,"Klotey Crescent, Accra, La Dade-Kotopon, Greater Accra",5.564878239,-0.175583169
3353,C191010,C,MANHEAN 5 JSS,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,MANHEAN 5 JSS OSU KLOTTEY GREATER ACCRA,Manhean 5 JSS,5.55458,-0.1754
3354,C191101,C,CHURCH OF PENTECOST  1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,CHURCH OF PENTECOST  1 OSU KLOTTEY GREATER ACCRA,Pentecost,5.56272,-0.26438
3355,C191102,C,CHURCH OF PENTECOST  2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,CHURCH OF PENTECOST  2 OSU KLOTTEY GREATER ACCRA,Church of Pentecost Central Taifa No 2,5.65849,-0.25486
3356,C191103,C,SIC CLUB HSE,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,SIC CLUB HSE OSU KLOTTEY GREATER ACCRA,"Klotey Crescent, Accra, La Dade-Kotopon, Greater Accra",5.564878239,-0.175583169
3357,C191104,C,SALEM 1 AND 3 PRIM SCH,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,SALEM 1 AND 3 PRIM SCH OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3358,C191105,C,FAITH EVANGELICAL CHURCH  1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,FAITH EVANGELICAL CHURCH  1 OSU KLOTTEY GREATER ACCRA,Faith Evangelical Church,5.55806,-0.18393
3359,C191106,C,FAITH EVANGELICAL CHURCH  2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,FAITH EVANGELICAL CHURCH  2 OSU KLOTTEY GREATER ACCRA,Faith Evangelical Church,5.55806,-0.18393
3360,C191107,C,PWD UNIT STATES HSE,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,PWD UNIT STATES HSE OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3361,C191108,C,SALEM SEC SCH 1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,SALEM SEC SCH 1 OSU KLOTTEY GREATER ACCRA,"Klotey Crescent, Accra, La Dade-Kotopon, Greater Accra",5.564878239,-0.175583169
3362,C191109,C,SALEM SEC SCH 2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,SALEM SEC SCH 2 OSU KLOTTEY GREATER ACCRA,"Klotey Crescent, Accra, La Dade-Kotopon, Greater Accra",5.564878239,-0.175583169
3363,C191110,C,F 484/1 (KENKEY FACTORY),C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,F 484/1 (KENKEY FACTORY) OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3364,C191111,C,SILENT CAFE  1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,SILENT CAFE  1 OSU KLOTTEY GREATER ACCRA,"Klotey Crescent, Accra, La Dade-Kotopon, Greater Accra",5.564878239,-0.175583169
3365,C191112,C,SILENT CAFE  2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,SILENT CAFE  2 OSU KLOTTEY GREATER ACCRA,"Klotey Crescent, Accra, La Dade-Kotopon, Greater Accra",5.564878239,-0.175583169
3366,C191113,C,RINGWAY ESTATES JSS 1,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,RINGWAY ESTATES JSS 1 OSU KLOTTEY GREATER ACCRA,Ringway Estate JSS 1,5.56523,-0.18685
3367,C191114,C,RINGWAY ESTATES JSS 2,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,RINGWAY ESTATES JSS 2 OSU KLOTTEY GREATER ACCRA,Ringway Estate JSS 2,5.56523,-0.18685
3368,C191115,C,RINGWAY ESTATES JSS 3,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,RINGWAY ESTATES JSS 3 OSU KLOTTEY GREATER ACCRA,Ringway Estate JSS 1,5.56523,-0.18685
3369,C191116,C,F 787/1 (OLD AMERICAN EMBASSY),C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,F 787/1 (OLD AMERICAN EMBASSY) OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3370,C191117,C,SCHOOL OF JOURNALISM,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,SCHOOL OF JOURNALISM OSU KLOTTEY GREATER ACCRA,Greater Accra,5.804748474,0.049769911
3371,C191118,C,RIDGE CHURCH SCH,C1901,KORLE KLOTTEY,OSU KLOTTEY,GREATER ACCRA,RIDGE CHURCH SCH OSU KLOTTEY GREATER ACCRA,Ridge Church School,5.55434,-0.19559
3372,C200101,C,KALAMAZOO HOTEL. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KALAMAZOO HOTEL. LA LA DADE-KOTOPON GREATER ACCRA,Kalamazoo Hotel,5.55559,-0.17573
3373,C200102,C,MR. BROWN. TEN KE TEN. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,MR. BROWN. TEN KE TEN. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3374,C200103,C,ROYAL PREP. SCHOOL. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ROYAL PREP. SCHOOL. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3375,C200104,C,TENASHIE JHS. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,TENASHIE JHS. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3376,C200105,C,"HOTEL CHRISTIANBORG, LA",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"HOTEL CHRISTIANBORG, LA LA DADE-KOTOPON GREATER ACCRA",Hotel Christianborg,5.56311,-0.17723
3377,C200106,C,AKO ADJEI PARK. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,AKO ADJEI PARK. LA LA DADE-KOTOPON GREATER ACCRA,Ako Adjei Park,5.55745,-0.17384
3378,C200107,C,NYANIBA PLAYGROUND. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NYANIBA PLAYGROUND. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3379,C200108,C,REMAND & PROBATION HOME. GIRLS SCH.. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,REMAND & PROBATION HOME. GIRLS SCH.. LA LA DADE-KOTOPON GREATER ACCRA,Rfmandistrict Assemblynd Probation Home Girls School,5.55807,-0.17012
3380,C200109,C,REMAND & PROBATION HOME. BOYS SCH.. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,REMAND & PROBATION HOME. BOYS SCH.. LA LA DADE-KOTOPON GREATER ACCRA,Remandistrict Assemblynd Probation Home Boys School,5.55712,-0.17018
3381,C200201,C,SOCIAL WELFARE SCHOOL. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,SOCIAL WELFARE SCHOOL. LA LA DADE-KOTOPON GREATER ACCRA,Social Welfare School,5.55267,-0.17341
3382,C200202,C,OSU HOME JHS. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,OSU HOME JHS. LA 1 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3383,C200203,C,OSU HOME JHS. LA  2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,OSU HOME JHS. LA  2 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3384,C200204,C,SOUTH LA ESTATE DAY CARE CENTRE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,SOUTH LA ESTATE DAY CARE CENTRE. LA LA DADE-KOTOPON GREATER ACCRA,South Local Assembly Estate Day Care Centre,5.55299,-0.17219
3385,C200205,C,OSU HOME PRIM. SCHOOL. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,OSU HOME PRIM. SCHOOL. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3386,C200206,C,MAALE DADA PRIMARY SCH.. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,MAALE DADA PRIMARY SCH.. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3387,C200207,C,MAALE DADA JHS. LA.,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,MAALE DADA JHS. LA. LA DADE-KOTOPON GREATER ACCRA,Maale Dada JSS,5.55506,-0.1633
3388,C200208,C,AFRICAN UNITY JHS.. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,AFRICAN UNITY JHS.. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3389,C200209,C,ANGLICAN JHS. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ANGLICAN JHS. LA 1 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3390,C200210,C,ANGLICAN JHS. LA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ANGLICAN JHS. LA 2 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3391,C200211,C,ANGLICAN PRIM. SCHOOL. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ANGLICAN PRIM. SCHOOL. LA LA DADE-KOTOPON GREATER ACCRA,Anglican J. S. S,5.55823,-0.15987
3392,C200212,C,PRESBY CHURCH. GALILEE-LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,PRESBY CHURCH. GALILEE-LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3393,C200301,C,LA OLYMPIA CINEMA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LA OLYMPIA CINEMA 1 LA DADE-KOTOPON GREATER ACCRA,La Olympia Cinema,5.5596,-0.15878
3394,C200302,C,LA OLYMPIA CINEMA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LA OLYMPIA CINEMA 2 LA DADE-KOTOPON GREATER ACCRA,La Olympia Cinema,5.5596,-0.15878
3395,C200303,C,NII ADOKWEI KOFI WE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NII ADOKWEI KOFI WE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3396,C200304,C,ATAA KWABENA AGNOO. EPP HOLYWOOD. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ATAA KWABENA AGNOO. EPP HOLYWOOD. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3397,C200305,C,NYONMOTSAA NAA. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NYONMOTSAA NAA. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3398,C200306,C,HOLY APOSTOLIC REFORMED CHURCH. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,HOLY APOSTOLIC REFORMED CHURCH. LA LA DADE-KOTOPON GREATER ACCRA,Holy Apostolic Reformed Church,5.5584,-0.15615
3399,C200307,C,NII TETTEH NTENI WE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NII TETTEH NTENI WE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3400,C200308,C,SEA SHELL PREP. SCH.. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,SEA SHELL PREP. SCH.. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3401,C200309,C,"COLE PARK, LA",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"COLE PARK, LA LA DADE-KOTOPON GREATER ACCRA","La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3402,C200310,C,ROMAN CATHOLIC PRIM. SCHOOL. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ROMAN CATHOLIC PRIM. SCHOOL. LA 1 LA DADE-KOTOPON GREATER ACCRA,Roman Catholic J. S. S la,5.56506,-0.1529
3403,C200311,C,ROMAN CATHOLIC PRIM. SCHOOL. LA  2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ROMAN CATHOLIC PRIM. SCHOOL. LA  2 LA DADE-KOTOPON GREATER ACCRA,Roman Catholic J. S. S la,5.56506,-0.1529
3404,C200312,C,C D R OFFICE. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,C D R OFFICE. LA 1 LA DADE-KOTOPON GREATER ACCRA,C. D. R Office,5.56169,-0.15061
3405,C200313,C,C D R OFFICE. LA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,C D R OFFICE. LA 2 LA DADE-KOTOPON GREATER ACCRA,C. D. R Office,5.56169,-0.15061
3406,C200314,C,ATAA-GBEE ADZEMAN. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ATAA-GBEE ADZEMAN. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3407,C200315,C,DIVINE HEALING CHURCH . LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,DIVINE HEALING CHURCH . LA LA DADE-KOTOPON GREATER ACCRA,Divine Healing Church,5.56716,-0.15131
3408,C200316,C,DOKU KOO PARK NEAR CAPTAIN ODAMTTEN. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,DOKU KOO PARK NEAR CAPTAIN ODAMTTEN. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3409,C200401,C,LANTE DZAN WE STOREY BUILDING. LA  1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LANTE DZAN WE STOREY BUILDING. LA  1 LA DADE-KOTOPON GREATER ACCRA,Lante Dzan We Storey Building,5.56017,-0.15741
3410,C200402,C,LANTE DZAN WE STOREY BUILDING. LA   2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LANTE DZAN WE STOREY BUILDING. LA   2 LA DADE-KOTOPON GREATER ACCRA,Lante Dzan We Storey Building,5.56017,-0.15741
3411,C200403,C,NII OFOLI WE-ADORSO. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NII OFOLI WE-ADORSO. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3412,C200404,C,ATAA NMAI NEAR WOKOO. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ATAA NMAI NEAR WOKOO. LA 1 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3413,C200405,C,ATAA NMAI NEAR WOKOO. LA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ATAA NMAI NEAR WOKOO. LA 2 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3414,C200406,C,KLANAA. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KLANAA. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3415,C200407,C,NEIGHBOURHOOD CENTRE. LA  1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NEIGHBOURHOOD CENTRE. LA  1 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3416,C200408,C,NEIGHBOURHOOD CENTRE. LA  2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NEIGHBOURHOOD CENTRE. LA  2 LA DADE-KOTOPON GREATER ACCRA,Neighbourhood Centre No. 2,5.56388,-0.15833
3417,C200409,C,BASE 622. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,BASE 622. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3418,C200410,C,ASHI WE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ASHI WE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
